event_id,event_date,event_quarter,regime,target_factor,timing_factor,ois_1m_mew,ois_6m_mew,stoxx50_mew,rate_factor_for_screen,yield_response_for_screen,equity_response_for_screen,rate_factor_sign,yield_response_sign,equity_response_sign,information_effect_screen,contamination_flag,monthly_identification_window
ECB_20110609,2011-06-09,2011Q2,euro_crisis,-0.3234102581286034,1.0283370920187156,-0.299999999999989,-1.69999999999999,0.2065422702864689,-0.3234102581286034,-1.69999999999999,0.2065422702864689,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20110707,2011-07-07,2011Q3,euro_crisis,0.0869725772545715,0.4582749201174692,1.0,1.10000000000001,0.645466470627998,0.0869725772545715,1.10000000000001,0.645466470627998,positive,positive,positive,possible_information_shock,True,True
ECB_20110804,2011-08-04,2011Q3,euro_crisis,0.0723773582874568,-11.670074678778048,-7.399999999999979,-14.0,-1.19662957846849,0.0723773582874568,-14.0,-1.19662957846849,positive,negative,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20110908,2011-09-08,2011Q3,euro_crisis,1.8822512764885695,1.5317136044734865,3.4,-1.1,-0.345565513869506,1.8822512764885695,-1.1,-0.345565513869506,positive,negative,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20111006,2011-10-06,2011Q4,euro_crisis,11.243244929595717,1.296897812921039,12.7,11.5,-0.874495698297029,11.243244929595717,11.5,-0.874495698297029,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20111103,2011-11-03,2011Q4,euro_crisis,-13.660896282179626,0.3062837197217668,-13.75,-8.05,0.167902536674891,-13.660896282179626,-8.05,0.167902536674891,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20111208,2011-12-08,2011Q4,euro_crisis,2.1162799814119517,-3.0328692249502205,1.9,-1.3,-1.14186082996621,2.1162799814119517,-1.3,-1.14186082996621,positive,negative,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20120112,2012-01-12,2012Q1,euro_crisis,-0.5143012359237352,-0.3727344592622109,-0.3,-0.3,-0.855914502238875,-0.5143012359237352,-0.3,-0.855914502238875,negative,negative,negative,possible_information_shock,True,True
ECB_20120209,2012-02-09,2012Q1,euro_crisis,-0.2131508831406245,0.1366938134812489,0.25,-0.25,0.464658734617274,-0.2131508831406245,-0.25,0.464658734617274,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20120308,2012-03-08,2012Q1,euro_crisis,0.0204093040153029,-0.1041833666452423,-0.1,-0.1,-0.23682095091635,0.0204093040153029,-0.1,-0.23682095091635,positive,negative,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20120404,2012-04-04,2012Q2,euro_crisis,-0.7098369474364695,0.0878765931834969,-0.2,0.2,-0.2017664526837489,-0.7098369474364695,0.2,-0.2017664526837489,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20120503,2012-05-03,2012Q2,euro_crisis,0.0477131275486181,1.0959755922007244,0.700000000000001,1.2,-1.05730906443915,0.0477131275486181,1.2,-1.05730906443915,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20120606,2012-06-06,2012Q2,euro_crisis,1.2523662523248484,0.7050020594636024,1.9,2.2,-0.620527275185268,1.2523662523248484,2.2,-0.620527275185268,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20120705,2012-07-05,2012Q3,euro_crisis,-10.94354523737542,0.5973504343136197,-9.8,-8.1,-1.55924455878518,-10.94354523737542,-8.1,-1.55924455878518,negative,negative,negative,possible_information_shock,True,True
ECB_20120802,2012-08-02,2012Q3,euro_crisis,0.6990611620444949,0.7447520263739803,2.5,2.1,-2.76954372443159,0.6990611620444949,2.1,-2.76954372443159,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20120906,2012-09-06,2012Q3,euro_crisis,0.6306937009486657,-0.2037110988867894,0.6999999999999988,0.0,1.15497068951793,0.6306937009486657,0.0,1.15497068951793,positive,zero,positive,ambiguous_zero_response,True,True
ECB_20121004,2012-10-04,2012Q4,euro_crisis,0.3341755971415536,0.6326013471030244,0.3,0.4999999999999988,-0.0971934466925006,0.3341755971415536,0.4999999999999988,-0.0971934466925006,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20121108,2012-11-08,2012Q4,euro_crisis,0.0785695734820002,0.8913652473769805,0.5999999999999989,1.1,-0.0376311590433609,0.0785695734820002,1.1,-0.0376311590433609,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20121206,2012-12-06,2012Q4,euro_crisis,-0.1796696802966657,-0.2011212186260934,0.1,-0.7,-0.0176918314198637,-0.1796696802966657,-0.7,-0.0176918314198637,negative,negative,negative,possible_information_shock,True,True
ECB_20130110,2013-01-10,2013Q1,euro_crisis,-0.1965944858719583,0.5645511477825115,0.2999999999999989,1.4,0.332287413595012,-0.1965944858719583,1.4,0.332287413595012,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20130207,2013-02-07,2013Q1,euro_crisis,-0.5400830729831683,0.0656477786460329,0.0,-1.3,-0.049772888481936,-0.5400830729831683,-1.3,-0.049772888481936,negative,negative,negative,possible_information_shock,True,True
ECB_20130307,2013-03-07,2013Q1,euro_crisis,-0.2502439167130938,0.2393756699973978,0.0,1.4,-0.0606149648268328,-0.2502439167130938,1.4,-0.0606149648268328,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20130404,2013-04-04,2013Q2,euro_crisis,-0.3365307285455501,0.1019793477628502,0.0,-0.2,-0.8261069683061169,-0.3365307285455501,-0.2,-0.8261069683061169,negative,negative,negative,possible_information_shock,True,True
ECB_20130502,2013-05-02,2013Q2,euro_crisis,-0.2966907274953695,-0.4372546430678353,-0.3,-1.0,0.0036893289852457,-0.2966907274953695,-1.0,0.0036893289852457,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20130606,2013-06-06,2013Q2,euro_crisis,0.1965063452010152,-0.3561721183648259,0.4999999999999988,1.6,-0.7404903366272639,0.1965063452010152,1.6,-0.7404903366272639,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20130704,2013-07-04,2013Q3,euro_crisis,-0.3654420939211555,0.0864251118275455,-0.5,-1.5,1.60533889301364,-0.3654420939211555,-1.5,1.60533889301364,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20130801,2013-08-01,2013Q3,euro_crisis,-0.4200890668766807,-0.6309897671483825,0.0,0.700000000000001,0.222118586710174,-0.4200890668766807,0.700000000000001,0.222118586710174,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20130905,2013-09-05,2013Q3,euro_crisis,-0.2059793327714957,-0.1714766188579363,-0.3,-0.4999999999999988,0.119633884026715,-0.2059793327714957,-0.4999999999999988,0.119633884026715,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20131002,2013-10-02,2013Q4,euro_crisis,-0.2266159225782595,0.163709153948931,0.1,0.1,-0.2013540709679519,-0.2266159225782595,0.1,-0.2013540709679519,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20131107,2013-11-07,2013Q4,euro_crisis,-0.9642463858571996,-0.2750410250147889,-0.3,-1.0,0.922527796492822,-0.9642463858571996,-1.0,0.922527796492822,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20131205,2013-12-05,2013Q4,euro_crisis,0.0059078054083104,0.9950296301653434,0.800000000000001,1.0,-0.346216518112818,0.0059078054083104,1.0,-0.346216518112818,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20140109,2014-01-09,2014Q1,euro_crisis,-0.339459905277658,-0.2090637580010508,-0.3,-0.5,-0.351263273130797,-0.339459905277658,-0.5,-0.351263273130797,negative,negative,negative,possible_information_shock,True,True
ECB_20140206,2014-02-06,2014Q1,euro_crisis,0.2099546133414228,3.095768948188488,2.6,3.3,0.0241025161514585,0.2099546133414228,3.3,0.0241025161514585,positive,positive,positive,possible_information_shock,True,True
ECB_20140306,2014-03-06,2014Q1,euro_crisis,0.7025267788223649,3.940284014721749,3.9,2.75,-0.320062253482334,0.7025267788223649,2.75,-0.320062253482334,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20140403,2014-04-03,2014Q2,euro_crisis,0.5420984271051739,1.5498728865532327,2.3,1.5,0.7940190968929169,0.5420984271051739,1.5,0.7940190968929169,positive,positive,positive,possible_information_shock,True,True
ECB_20140508,2014-05-08,2014Q2,euro_crisis,1.658500641531338,0.4812985207880338,3.5,-0.700000000000001,0.2403269601799709,1.658500641531338,-0.700000000000001,0.2403269601799709,positive,negative,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20140605,2014-06-05,2014Q2,euro_crisis,0.138566143343459,-5.5772226842257435,-4.0,-0.85,0.758521647014021,0.138566143343459,-0.85,0.758521647014021,positive,negative,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20140703,2014-07-03,2014Q3,euro_crisis,-0.2806013518392048,0.2040338015495623,-0.2,-0.3,0.481366345706569,-0.2806013518392048,-0.3,0.481366345706569,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20140807,2014-08-07,2014Q3,euro_crisis,-0.49078880152261,0.1591894356612353,-0.1,0.3,0.0183792157843142,-0.49078880152261,0.3,0.0183792157843142,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20140904,2014-09-04,2014Q3,euro_crisis,-6.237604501896674,0.996674344395132,-5.600000000000001,-5.3,0.994292288364384,-6.237604501896674,-5.3,0.994292288364384,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20141002,2014-10-02,2014Q4,euro_crisis,-0.3758322969890151,0.8873769372304838,0.7999999999999989,0.2,-1.6111924196748,-0.3758322969890151,0.2,-1.6111924196748,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20141106,2014-11-06,2014Q4,euro_crisis,-0.0858242316345797,0.5380397648749047,0.65,0.2,1.19355647700861,-0.0858242316345797,0.2,1.19355647700861,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20141204,2014-12-04,2014Q4,euro_crisis,-0.6304874246055073,0.732797026793549,0.15,0.8999999999999999,-1.63189595075242,-0.6304874246055073,0.8999999999999999,-1.63189595075242,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20150122,2015-01-22,2015Q1,qe_era,-0.0320421539649692,-1.5183321015779832,-0.18,-0.639999999999999,0.4844500696332689,-0.0320421539649692,-0.639999999999999,0.4844500696332689,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20150305,2015-03-05,2015Q1,qe_era,-1.3212096734490912,-1.5300618962387234,-0.8,0.0,-0.0658903807275735,-1.3212096734490912,0.0,-0.0658903807275735,negative,zero,negative,ambiguous_zero_response,True,True
ECB_20150415,2015-04-15,2015Q2,qe_era,0.7158292878944661,-0.1887114772660532,1.05,0.2950000000000009,0.149348759673984,0.7158292878944661,0.2950000000000009,0.149348759673984,positive,positive,positive,possible_information_shock,True,True
ECB_20150603,2015-06-03,2015Q2,qe_era,-0.6611437015251619,0.9347099702011218,0.0050000000000008,0.214999999999999,-0.319661970526575,-0.6611437015251619,0.214999999999999,-0.319661970526575,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20150716,2015-07-16,2015Q3,qe_era,-0.3383422608873778,0.3053361916669614,-0.0050000000000008,0.0950000000000006,0.0554046727915035,-0.3383422608873778,0.0950000000000006,0.0554046727915035,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20150903,2015-09-03,2015Q3,qe_era,-0.3497594701893211,0.2896007029379512,-0.109999999999999,-0.1,0.9635311983673838,-0.3497594701893211,-0.1,0.9635311983673838,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20151022,2015-10-22,2015Q4,qe_era,-0.2905680662827565,-1.130530233290454,0.0,-2.475,2.0069357381212094,-0.2905680662827565,-2.475,2.0069357381212094,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20151203,2015-12-03,2015Q4,qe_era,4.895670146087963,1.588660156691507,5.175,8.125,-3.64585351797242,4.895670146087963,8.125,-3.64585351797242,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20160121,2016-01-21,2016Q1,qe_era,0.4795436521151062,-1.5935692188383304,0.689999999999999,-2.56,0.400713909185058,0.4795436521151062,-2.56,0.400713909185058,positive,negative,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20160310,2016-03-10,2016Q1,qe_era,1.4223687027099785,-0.3549808396338674,2.585,4.05,0.6886337601569539,1.4223687027099785,4.05,0.6886337601569539,positive,positive,positive,possible_information_shock,True,True
ECB_20160421,2016-04-21,2016Q2,qe_era,-0.3492658881465956,0.3229244766856814,0.0,0.3,-0.248670697023989,-0.3492658881465956,0.3,-0.248670697023989,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20160602,2016-06-02,2016Q2,qe_era,-0.3891573776188795,-0.557983751881824,0.0,0.0,-0.4516952803768959,-0.3891573776188795,0.0,-0.4516952803768959,negative,zero,negative,ambiguous_zero_response,True,True
ECB_20160721,2016-07-21,2016Q3,qe_era,0.1398609320367525,3.333144810662815,0.265000000000004,0.255,0.268560697187237,0.1398609320367525,0.255,0.268560697187237,positive,positive,positive,possible_information_shock,True,True
ECB_20160908,2016-09-08,2016Q3,qe_era,0.1648766883653321,0.1479043768192402,0.999999999999995,0.900000000000001,-0.706778671544051,0.1648766883653321,0.900000000000001,-0.706778671544051,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20161020,2016-10-20,2016Q4,qe_era,-0.2920680343648117,-0.1704458475051896,0.0,-0.0049999999999994,0.098839863016309,-0.2920680343648117,-0.0049999999999994,0.098839863016309,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20161208,2016-12-08,2016Q4,qe_era,0.1691507915304835,0.4399717031500111,0.0,-0.0850000000000017,0.761089152288008,0.1691507915304835,-0.0850000000000017,0.761089152288008,positive,negative,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20170119,2017-01-19,2017Q1,qe_era,-0.4105442310217722,0.0093588208413247,0.0,0.0,0.353983744241937,-0.4105442310217722,0.0,0.353983744241937,negative,zero,positive,ambiguous_zero_response,True,True
ECB_20170309,2017-03-09,2017Q1,qe_era,-0.4392096585343724,-0.960609007249146,-0.465000000000004,0.2099999999999989,0.392688205950087,-0.4392096585343724,0.2099999999999989,0.392688205950087,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20170427,2017-04-27,2017Q2,qe_era,-0.1920357971434694,0.1538692966514039,-0.645000000000001,-0.6000000000000009,0.0252352487292384,-0.1920357971434694,-0.6000000000000009,0.0252352487292384,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20170608,2017-06-08,2017Q2,qe_era,-0.2694529487304556,0.2547767503349349,0.0,-0.1150012016296387,-0.1699910003637228,-0.2694529487304556,-0.1150012016296387,-0.1699910003637228,negative,negative,negative,possible_information_shock,True,True
ECB_20170720,2017-07-20,2017Q3,qe_era,-0.6766266990790301,-0.2131780818777752,-1.819998025894165,-0.7649987936019897,0.0560513035871679,-0.6766266990790301,-0.7649987936019897,0.0560513035871679,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20170907,2017-09-07,2017Q3,qe_era,-0.6813687052294787,0.5198737414594597,0.0,-0.2000004053115845,0.0566490534406938,-0.6813687052294787,-0.2000004053115845,0.0566490534406938,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20171026,2017-10-26,2017Q4,qe_era,-0.4583760680588817,-0.2446473391637698,0.0,0.3999978303909301,0.4000008442151425,-0.4583760680588817,0.3999978303909301,0.4000008442151425,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20171214,2017-12-14,2017Q4,qe_era,0.5111780192826924,-0.2526179821346739,0.0200003385543823,0.0,0.1986147480257826,0.5111780192826924,0.0,0.1986147480257826,positive,zero,positive,ambiguous_zero_response,True,True
ECB_20180125,2018-01-25,2018Q1,qe_era,-0.3994160264772373,-0.0627171918430855,0.0,0.1000016927719115,-0.6068287805204519,-0.3994160264772373,0.1000016927719115,-0.6068287805204519,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20180308,2018-03-08,2018Q1,qe_era,-0.0746777413915929,0.1712652623084763,-0.180000066757202,0.4999995231628418,0.6628023649293268,-0.0746777413915929,0.4999995231628418,0.6628023649293268,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20180426,2018-04-26,2018Q2,qe_era,-0.3651124176780655,0.5426388379990164,0.0,0.0,-0.1231149814634236,-0.3651124176780655,0.0,-0.1231149814634236,negative,zero,negative,ambiguous_zero_response,True,True
ECB_20180614,2018-06-14,2018Q2,qe_era,-1.3738234866240369,0.5705709790241871,-0.580000877380371,-0.6050020456314086,1.240829426567025,-1.3738234866240369,-0.6050020456314086,1.240829426567025,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20180726,2018-07-26,2018Q3,qe_era,-0.2375293949809882,0.0528624150689853,0.0,0.0,0.2358914224146247,-0.2375293949809882,0.0,0.2358914224146247,negative,zero,positive,ambiguous_zero_response,True,True
ECB_20180913,2018-09-13,2018Q3,qe_era,-0.1581448339880816,-0.1450909724535264,0.0,-0.1700013875961304,-0.1869541905374916,-0.1581448339880816,-0.1700013875961304,-0.1869541905374916,negative,negative,negative,possible_information_shock,True,True
ECB_20181025,2018-10-25,2018Q4,qe_era,0.2923317121212647,-0.0591875957021961,-0.0299990177154541,-0.0399976968765258,-0.5988374321791667,0.2923317121212647,-0.0399976968765258,-0.5988374321791667,positive,negative,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20181213,2018-12-13,2018Q4,qe_era,-0.8897529904224267,0.4431768086038738,0.0,0.0,0.1205560376723369,-0.8897529904224267,0.0,0.1205560376723369,negative,zero,positive,ambiguous_zero_response,True,True
ECB_20190124,2019-01-24,2019Q1,qe_era,-0.4442649495035358,0.3136095350438647,0.0,-0.2000004053115845,-0.6108713137747301,-0.4442649495035358,-0.2000004053115845,-0.6108713137747301,negative,negative,negative,possible_information_shock,True,True
ECB_20190307,2019-03-07,2019Q1,qe_era,-0.3401482299772675,-0.6123336569899231,-0.3600001335144043,-0.2000004053115845,-0.3616803745410734,-0.3401482299772675,-0.2000004053115845,-0.3616803745410734,negative,negative,negative,possible_information_shock,True,True
ECB_20190410,2019-04-10,2019Q2,qe_era,0.1664795705498798,-0.3817051882296478,-0.1450002193450928,-0.1499980688095093,0.0399349047151886,0.1664795705498798,-0.1499980688095093,0.0399349047151886,positive,negative,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20190606,2019-06-06,2019Q2,qe_era,0.2214015738138896,0.7487535808936281,1.229998469352722,1.549997925758362,-0.5902570253255135,0.2214015738138896,1.549997925758362,-0.5902570253255135,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20190725,2019-07-25,2019Q3,qe_era,2.800936066477867,1.0802895865441595,4.140002,2.19,-0.73933,2.800936066477867,2.19,-0.73933,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20190912,2019-09-12,2019Q3,qe_era,2.3246556246376184,0.6567069008349834,4.095,5.499998,0.042317,2.3246556246376184,5.499998,0.042317,positive,positive,positive,possible_information_shock,True,True
ECB_20191024,2019-10-24,2019Q4,qe_era,-0.490877912005932,0.0796284335805854,0.040001,0.07,-0.2237099999999999,-0.490877912005932,0.07,-0.2237099999999999,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20191212,2019-12-12,2019Q4,qe_era,-0.4023546273182724,0.4600046913578129,0.154999,0.150001,0.3328999999999999,-0.4023546273182724,0.150001,0.3328999999999999,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20200123,2020-01-23,2020Q1,covid,-0.177247401544446,1.2928077807063392,0.0249981880187988,0.9000003337860107,-0.4705774570785691,-0.177247401544446,0.9000003337860107,-0.4705774570785691,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20200312,2020-03-12,2020Q1,covid,11.128133952149565,-1.2818598187074497,10.569998621940607,8.605003356933594,-3.9846747071505826,11.128133952149565,8.605003356933594,-3.9846747071505826,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20200430,2020-04-30,2020Q2,covid,1.518322954500687,0.4191184147917708,1.644998788833618,1.150000095367432,-1.1385433664615967,1.518322954500687,1.150000095367432,-1.1385433664615967,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20200604,2020-06-04,2020Q2,covid,-0.0431289098690345,0.0779863250737823,0.0099986791610717,0.2700001001358032,0.0227421999305477,-0.0431289098690345,0.2700001001358032,0.0227421999305477,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20200716,2020-07-16,2020Q3,covid,-0.5498373398977996,0.0829680741339703,-0.3149986267089843,-0.3300011157989502,0.2682750731960226,-0.5498373398977996,-0.3300011157989502,0.2682750731960226,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20200910,2020-09-10,2020Q3,covid,0.959238986197994,-0.1542447518092617,1.399999856948853,0.1000016927719115,0.5051034060691961,0.959238986197994,0.1000016927719115,0.5051034060691961,positive,positive,positive,possible_information_shock,True,True
ECB_20201029,2020-10-29,2020Q4,covid,-0.4603667633243651,-0.1255586909820803,0.0,-0.9000003337860107,1.293737727494548,-0.4603667633243651,-0.9000003337860107,1.293737727494548,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20201210,2020-12-10,2020Q4,covid,0.8545957325091036,0.1017974555223057,0.905001163482666,1.309999823570251,-0.6932292819939789,0.8545957325091036,1.309999823570251,-0.6932292819939789,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20210121,2021-01-21,2021Q1,covid,-0.1486113995200473,0.6691149174098748,1.129999756813049,-0.1150012016296387,-0.3422752529653295,-0.1486113995200473,-0.1150012016296387,-0.3422752529653295,negative,negative,negative,possible_information_shock,True,True
ECB_20210311,2021-03-11,2021Q1,covid,-0.4268813087911449,1.7365792077911169,1.3749986886978147,0.4099994897842407,0.1077376277679675,-0.4268813087911449,0.4099994897842407,0.1077376277679675,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20210422,2021-04-22,2021Q2,covid,-0.3865544898863715,-0.2452809383905816,-0.1000016927719115,-0.2999991178512573,-0.0833920671885479,-0.3865544898863715,-0.2999991178512573,-0.0833920671885479,negative,negative,negative,possible_information_shock,True,True
ECB_20210610,2021-06-10,2021Q2,covid,-0.2353257824339896,-1.0823511846791272,0.0550001859664917,-0.129997730255127,0.4746552055774345,-0.2353257824339896,-0.129997730255127,0.4746552055774345,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20210722,2021-07-22,2021Q3,covid,-0.4258874203579586,0.2450634188492832,0.0250011682510376,-0.0699996948242187,-0.2345867660372036,-0.4258874203579586,-0.0699996948242187,-0.2345867660372036,negative,negative,negative,possible_information_shock,True,True
ECB_20210909,2021-09-09,2021Q3,covid,-0.3799173044315324,0.5729488583057022,-0.0950008630752563,-0.0300019979476928,0.465143772255594,-0.3799173044315324,-0.0300019979476928,0.465143772255594,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20211028,2021-10-28,2021Q4,covid,1.0600212957629254,-0.5958423695764549,-0.0400006771087646,-0.1399993896484375,-0.2016710548765842,1.0600212957629254,-0.1399993896484375,-0.2016710548765842,positive,negative,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20211216,2021-12-16,2021Q4,covid,-0.3770687016880058,0.4149214075502924,0.1049995422363281,-0.2750009298324585,-0.6867638916862262,-0.3770687016880058,-0.2750009298324585,-0.6867638916862262,negative,negative,negative,possible_information_shock,True,True
ECB_20220203,2022-02-03,2022Q1,covid,-0.6478982306084667,-2.325290197011659,0.090000033378601,1.124998927116394,-0.9679143587133509,-0.6478982306084667,1.124998927116394,-0.9679143587133509,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20220310,2022-03-10,2022Q1,covid,-0.5281308630356653,-0.4234142161367256,0.0550001859664917,1.1649996042251587,-0.13615918320653,-0.5281308630356653,1.1649996042251587,-0.13615918320653,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20220414,2022-04-14,2022Q2,covid,-0.5533271804435704,-0.6965202106914667,-0.4999995231628418,-3.899997472763062,0.2368300097812081,-0.5533271804435704,-3.899997472763062,0.2368300097812081,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20220609,2022-06-09,2022Q2,covid,-2.2475367174515903,-1.628002920880053,-0.974997878074646,-1.22000016272068,-1.410962936362559,-2.2475367174515903,-1.22000016272068,-1.410962936362559,negative,negative,negative,possible_information_shock,True,True
ECB_20220721,2022-07-21,2022Q3,tightening_regime,3.8749305450934286,-1.175043175682217,2.594999969005585,11.21999621391296,0.119942578418808,3.8749305450934286,11.21999621391296,0.119942578418808,positive,positive,positive,possible_information_shock,True,True
ECB_20220908,2022-09-08,2022Q3,tightening_regime,6.364656752131255,2.6867681968598744,6.415003538131714,10.19999980926514,-0.2238043589372296,6.364656752131255,10.19999980926514,-0.2238043589372296,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20221027,2022-10-27,2022Q4,tightening_regime,2.6286436776587867,-0.2085247026860512,1.760005950927734,-5.679988861083984,0.6422073879710055,2.6286436776587867,-5.679988861083984,0.6422073879710055,positive,negative,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20221215,2022-12-15,2022Q4,tightening_regime,-4.847528766390746,0.1155700143844007,-4.774999618530273,5.769991874694824,-2.179502960808222,-4.847528766390746,5.769991874694824,-2.179502960808222,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20230202,2023-02-02,2023Q1,tightening_regime,0.5695400695596392,-0.9748817940887854,1.440000534057617,-2.7849912643432626,0.5578449182012335,0.5695400695596392,-2.7849912643432626,0.5578449182012335,positive,negative,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20230316,2023-03-16,2023Q1,tightening_regime,21.12181751442461,-0.9906023286807264,19.49999332427979,14.99998569488525,1.1487314917294713,21.12181751442461,14.99998569488525,1.1487314917294713,positive,positive,positive,possible_information_shock,True,True
ECB_20230504,2023-05-04,2023Q2,tightening_regime,-4.974566264316049,-0.0788425182074396,-4.449987411499023,-6.369996070861816,0.506972788081228,-4.974566264316049,-6.369996070861816,0.506972788081228,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20230615,2023-06-15,2023Q2,tightening_regime,-0.2958745185750393,0.4855730928645677,0.2500057220458983,1.990008354187012,0.1411535661070217,-0.2958745185750393,1.990008354187012,0.1411535661070217,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20230727,2023-07-27,2023Q3,tightening_regime,-0.2708263929882737,-0.7711590064534531,-0.0900030136108398,-2.09500789642334,0.5779066195332305,-0.2708263929882737,-2.09500789642334,0.5779066195332305,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20230914,2023-09-14,2023Q3,tightening_regime,7.152819182041956,0.3964263858387034,7.579994201660157,4.885005950927734,1.0205782815340567,7.152819182041956,4.885005950927734,1.0205782815340567,positive,positive,positive,possible_information_shock,True,True
ECB_20231026,2023-10-26,2023Q4,tightening_regime,-1.2964207953174287,0.6250408573600751,-0.7250070571899414,-1.459980010986328,0.472046352170885,-1.2964207953174287,-1.459980010986328,0.472046352170885,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20231214,2023-12-14,2023Q4,tightening_regime,-0.0451340367356432,1.493570946182903,0.1250028610229491,2.80001163482666,-0.5955029218173405,-0.0451340367356432,2.80001163482666,-0.5955029218173405,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20240125,2024-01-25,2024Q1,tightening_regime,-0.4174942260947181,-0.0864864952492908,-0.0949859619140625,-4.134988784790039,0.7310656612515471,-0.4174942260947181,-4.134988784790039,0.7310656612515471,negative,negative,positive,possible_pure_monetary_shock,False,True
