TIME_PERIOD,OBS_VALUE,FREQ,FREQ_LABEL,GEO,GEO_LABEL,INDIC,INDIC_LABEL,SOURCE_URL,S_ADJ,S_ADJ_LABEL,TITLE,UNIT,UNIT_LABEL
2002-02,7.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2002-03,6.0,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2002-04,6.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2002-05,5.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2002-06,4.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2002-07,3.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2002-08,-0.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2002-09,0.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2002-10,-1.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2002-11,0.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2002-12,-0.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2003-01,-0.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2003-02,-3.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2003-03,-2.9,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2003-04,-4.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2003-05,-4.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2003-06,-3.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2003-07,-1.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2003-08,-0.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2003-09,0.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2003-10,-0.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2003-11,-1.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2003-12,1.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2004-01,0.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2004-02,1.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2004-03,0.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2004-04,-0.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2004-05,4.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2004-06,3.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2004-07,5.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2004-08,4.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2004-09,2.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2004-10,2.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2004-11,3.0,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2004-12,2.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2005-01,4.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2005-02,3.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2005-03,5.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2005-04,4.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2005-05,2.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2005-06,3.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2005-07,5.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2005-08,4.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2005-09,5.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2005-10,6.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2005-11,4.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2005-12,6.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2006-01,6.9,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2006-02,8.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2006-03,8.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2006-04,11.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2006-05,10.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2006-06,10.9,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2006-07,9.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2006-08,10.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2006-09,10.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2006-10,9.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2006-11,12.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2006-12,11.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2007-01,10.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2007-02,11.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2007-03,12.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2007-04,11.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2007-05,12.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2007-06,11.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2007-07,11.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2007-08,13.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2007-09,10.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2007-10,11.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2007-11,9.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2007-12,9.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
