specification,response,horizon,outcome,sample_window,nobs,sample_start,sample_end,endogenous_policy,instrument,hac_bandwidth,iv_r_squared,first_stage_f_stat,first_stage_partial_r_squared,first_stage_nobs,control_lags,controls,coefficient,std_error,t_stat,p_value,lower_68,upper_68,lower_90,upper_90,lower_95,upper_95,cumulative_response,rolling_window,rolling_start,rolling_end
baseline,ln_nfc_loans_ea_stock,2,lp_ln_nfc_loans_ea_stock_h2,baseline,28,2008Q1,2014Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,3,0.8003108740916938,0.5388719446470251,0.04297611037307668,28,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-4.2931150253695484e-08,4.9876561211597254e-08,-0.8607479988759363,0.3893768508552798,-9.253128973796217e-08,6.668989230571207e-09,-1.2497079286245832e-07,3.9108492355067344e-08,-1.406874139011335e-07,5.482511339374255e-08,-4.2931150253695484e-08,32,2007Q3,2015Q2
baseline,ln_nfc_loans_ea_stock,4,lp_ln_nfc_loans_ea_stock_h4,baseline,26,2008Q1,2014Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,5,0.7634373584309544,0.5804795326403254,0.05486325367858526,26,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-1.0614216961193972e-07,4.772673746084536e-08,-2.223956114725376,0.026151397027118047,-1.5360439991975964e-07,-5.867993930411981e-08,-1.8464566682697188e-07,-2.763867239690757e-08,-1.9968485613479522e-07,-1.2599483089084213e-08,-1.0614216961193972e-07,32,2007Q3,2015Q2
baseline,ln_nfc_loans_ea_stock,8,lp_ln_nfc_loans_ea_stock_h8,baseline,22,2008Q1,2013Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,9,0.8251785716069711,0.3507984195826369,0.05523690037160568,22,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-6.631272913613865e-08,3.973658809399999e-08,-1.668807824649432,0.09515547152501737,-1.0582909241807576e-07,-2.679636585420153e-08,-1.316736001852312e-07,-9.518580870460905e-10,-1.4419501066888173e-07,1.156955239660443e-08,-6.631272913613865e-08,32,2007Q3,2015Q2
baseline,ln_nfc_loans_ea_stock,12,lp_ln_nfc_loans_ea_stock_h12,baseline,18,2008Q1,2012Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,13,0.9559187918792235,0.01974300761546824,0.009775009761651339,18,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-4.939578660844168e-09,2.3732350169761373e-08,-0.20813693652379792,0.8351220474604061,-2.854040137425769e-08,1.8661244052569355e-08,-4.397582091365853e-08,3.4096663591970197e-08,-5.145413026206948e-08,4.1574972940381144e-08,-4.939578660844168e-09,32,2007Q3,2015Q2
baseline,ln_house_price_de_real,0,lp_ln_house_price_de_real_h0,baseline,30,2008Q1,2015Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,1,0.32042938927918585,0.20225811408585326,0.014241264484923908,30,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",7.095133846513953e-09,1.7514585490995937e-08,0.40509858769774976,0.6854050445699726,-1.0322383766158123e-08,2.4512651459186027e-08,-2.1713795622902334e-08,3.590406331593024e-08,-2.7232822919985856e-08,4.142309061301376e-08,7.095133846513953e-09,32,2007Q3,2015Q2
baseline,ln_house_price_de_real,1,lp_ln_house_price_de_real_h1,baseline,29,2008Q1,2015Q1,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,2,0.5835354801439749,0.7454398741503429,0.05423179476069123,29,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",3.6861953082828994e-08,1.5817269817746944e-08,2.3304877205464347,0.01978038828052961,2.113234442171485e-08,5.259156174394314e-08,1.0844859454637894e-08,6.28790467110201e-08,5.86067390629257e-09,6.786323225936542e-08,3.6861953082828994e-08,32,2007Q3,2015Q2
baseline,ln_house_price_de_real,2,lp_ln_house_price_de_real_h2,baseline,28,2008Q1,2014Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,3,0.8484912015027677,0.5388719446470251,0.04297611037307668,28,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",2.163643230634415e-08,8.936833406845134e-09,2.4210401292444153,0.015476168731527067,1.2749127873974732e-08,3.052373673871357e-08,6.936649463633857e-09,3.633621514905445e-08,4.1205606930933015e-09,3.9152303919595e-08,2.163643230634415e-08,32,2007Q3,2015Q2
baseline,ln_house_price_de_real,4,lp_ln_house_price_de_real_h4,baseline,26,2008Q1,2014Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,5,0.8545568806053014,0.5804795326403254,0.05486325367858526,26,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",4.4781451390702606e-08,1.4975313395014934e-08,2.9903515345201193,0.0027865655297695975,2.9889132931493395e-08,5.967376984991182e-08,2.014925283817734e-08,6.941364994322787e-08,1.5430376479273103e-08,7.413252630213211e-08,4.4781451390702606e-08,32,2007Q3,2015Q2
baseline,ln_house_price_de_real,8,lp_ln_house_price_de_real_h8,baseline,22,2008Q1,2013Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,9,0.8870438077376246,0.3507984195826369,0.05523690037160568,22,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",4.7857630090793315e-08,1.939856157123361e-08,2.4670710719995883,0.013622331656007963,2.8566577613350273e-08,6.714868256823635e-08,1.5949835732708273e-08,7.976542444887836e-08,9.837148059292728e-09,8.587811212229391e-08,4.7857630090793315e-08,32,2007Q3,2015Q2
baseline,ln_house_price_de_real,12,lp_ln_house_price_de_real_h12,baseline,18,2008Q1,2012Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,13,0.9567779678424937,0.01974300761546824,0.009775009761651339,18,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",4.78000943954147e-08,1.2099622002931698e-08,3.950544437159516,7.79736185014338e-05,3.576752991074109e-08,5.983265888008831e-08,2.789798725915067e-08,6.770220153167874e-08,2.4085271043120188e-08,7.151491774770921e-08,4.78000943954147e-08,32,2007Q3,2015Q2
baseline,ln_compensation_ea20_real,0,lp_ln_compensation_ea20_real_h0,baseline,30,2008Q1,2015Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,1,0.8196235015116132,0.20225811408585326,0.014241264484923908,30,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-1.2603432658872902e-08,1.1587314125664086e-08,-1.087692326469192,0.27673095643783047,-2.4126528536367282e-08,-1.0803367813785219e-09,-3.1662868325097493e-08,6.4560030073516895e-09,-3.531415102272673e-08,1.0107285704980927e-08,-1.2603432658872902e-08,32,2007Q3,2015Q2
baseline,ln_compensation_ea20_real,1,lp_ln_compensation_ea20_real_h1,baseline,29,2008Q1,2015Q1,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,2,0.588164692927162,0.7454398741503429,0.05423179476069123,29,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",1.1215096366251038e-08,1.2642095980216939e-08,0.88712317829267,0.3750125863957254,-1.356935641570029e-09,2.3787128374072104e-08,-9.579301059077412e-09,3.200949379157949e-08,-1.3562956444072747e-08,3.5993149176574825e-08,1.1215096366251038e-08,32,2007Q3,2015Q2
baseline,ln_compensation_ea20_real,2,lp_ln_compensation_ea20_real_h2,baseline,28,2008Q1,2014Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,3,0.8147698189266893,0.5388719446470251,0.04297611037307668,28,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-9.92938446197845e-09,1.4707253385546713e-08,-0.6751352004131767,0.4995898713939577,-2.455512853159871e-08,4.6963596076418105e-09,-3.412066353568927e-08,1.426189461173237e-08,-3.8755071409154777e-08,1.8896302485197872e-08,-9.92938446197845e-09,32,2007Q3,2015Q2
baseline,ln_compensation_ea20_real,4,lp_ln_compensation_ea20_real_h4,baseline,26,2008Q1,2014Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,5,0.8921950931840071,0.5804795326403254,0.05486325367858526,26,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-2.6614370291859456e-09,1.2981717782520874e-08,-0.20501424185706882,0.8375609979649068,-1.5571208615618065e-08,1.0248334557246175e-08,-2.401446260782582e-08,1.869158854945393e-08,-2.8105136340390026e-08,2.2782262282018133e-08,-2.6614370291859456e-09,32,2007Q3,2015Q2
baseline,ln_compensation_ea20_real,8,lp_ln_compensation_ea20_real_h8,baseline,22,2008Q1,2013Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,9,0.8644902598395828,0.3507984195826369,0.05523690037160568,22,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-9.662763139204546e-10,1.0970250930244377e-08,-0.08808151427571123,0.9298118887379919,-1.1875728832291104e-08,9.943176204450195e-09,-1.9010733345100673e-08,1.7078180717259764e-08,-2.246757303856645e-08,2.0535020410725543e-08,-9.662763139204546e-10,32,2007Q3,2015Q2
baseline,ln_compensation_ea20_real,12,lp_ln_compensation_ea20_real_h12,baseline,18,2008Q1,2012Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,13,0.9206989732367796,0.01974300761546824,0.009775009761651339,18,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",2.1263247250057393e-08,2.2244743153469875e-08,0.9558774000382476,0.33913417819114305,-8.582129388869122e-10,4.33847074390017e-08,-1.5326099206531444e-08,5.785259370664623e-08,-2.2335648176087498e-08,6.486214267620228e-08,2.1263247250057393e-08,32,2007Q3,2015Q2
baseline,ln_ecb_assets_ea_stock,0,lp_ln_ecb_assets_ea_stock_h0,baseline,30,2008Q2,2015Q3,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,1,0.8579661989858364,0.2754500302214151,0.01929536579500344,30,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",5.354387705515083e-07,7.827152842459196e-08,6.840785932363113,7.875987479003411e-12,4.576010320787965e-07,6.1327650902422e-07,4.0669356313528297e-07,6.641839779677336e-07,3.8202939382440495e-07,6.888481472786115e-07,5.354387705515083e-07,32,2007Q4,2015Q3
baseline,ln_ecb_assets_ea_stock,1,lp_ln_ecb_assets_ea_stock_h1,baseline,29,2008Q2,2015Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,2,0.6776242638124507,0.23241418707963069,0.017564004859110603,29,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",4.902217986080645e-07,2.758175526908581e-07,1.7773408321025712,0.07551217934015224,2.159328590070192e-07,7.645107382091098e-07,3.654229668762796e-08,9.439013005285009e-07,-5.037067096999586e-08,1.030814268186125e-06,4.902217986080645e-07,32,2007Q4,2015Q3
baseline,ln_ecb_assets_ea_stock,2,lp_ln_ecb_assets_ea_stock_h2,baseline,28,2008Q2,2015Q1,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,3,0.7992896562499096,0.7541044521072242,0.05912641337845023,28,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",6.830998222401504e-07,3.6618736464695555e-07,1.8654379921020294,0.062120036204566,3.18941910735181e-07,1.0472577337451199e-06,8.077520735680457e-08,1.2854244371234962e-06,-3.4614224061518084e-08,1.400813868541819e-06,6.830998222401504e-07,32,2007Q4,2015Q3
baseline,ln_ecb_assets_ea_stock,4,lp_ln_ecb_assets_ea_stock_h4,baseline,26,2008Q2,2014Q3,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,5,0.876954001175959,0.5219119981862841,0.04960239149274854,26,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",9.706990022108462e-08,1.6761015857810877e-07,0.5791409127260543,0.5624940960799061,-6.96113432829525e-08,2.6375114372512175e-07,-1.786242770300289e-07,3.7276407747219813e-07,-2.3143997403505565e-07,4.255797744772249e-07,9.706990022108462e-08,32,2007Q4,2015Q3
baseline,ln_ecb_assets_ea_stock,8,lp_ln_ecb_assets_ea_stock_h8,baseline,22,2008Q2,2013Q3,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,9,0.9527167095997323,0.48443401666881064,0.07470721660880968,22,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-3.02990000212013e-07,2.2903127535341028e-07,-1.322919761698395,0.18586206274032202,-5.307519574887956e-07,-7.52280429352305e-08,-6.797129241623912e-07,7.373292373836505e-08,-7.518830512379731e-07,1.459030508139471e-07,-3.02990000212013e-07,32,2007Q4,2015Q3
baseline,ln_ecb_assets_ea_stock,12,lp_ln_ecb_assets_ea_stock_h12,baseline,18,2008Q2,2012Q3,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,13,0.9875698701263217,0.22547261953799813,0.10131448823881986,18,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",4.125134624665831e-08,8.974851007230684e-08,0.4596326581179312,0.6457799136431399,-4.7999767101077164e-08,1.305024595943938e-07,-1.0637181605926628e-07,1.888745085525829e-07,-1.346525011611933e-07,2.1715519365450993e-07,4.125134624665831e-08,32,2007Q4,2015Q3
baseline,ln_hh_loans_ea_stock,0,lp_ln_hh_loans_ea_stock_h0,baseline,30,2008Q2,2015Q3,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,1,0.7357704273796077,0.2754500302214151,0.01929536579500344,30,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",1.3945122950721466e-08,9.989334830651064e-09,1.396001153943959,0.16271414765793246,4.0111501803587504e-09,2.3879095721084183e-08,-2.4858706763075985e-09,3.037611657775053e-08,-5.633613546866131e-09,3.352385944830906e-08,1.3945122950721466e-08,32,2007Q4,2015Q3
baseline,ln_hh_loans_ea_stock,1,lp_ln_hh_loans_ea_stock_h1,baseline,29,2008Q2,2015Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,2,0.8493020946587249,0.23241418707963069,0.017564004859110603,29,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",6.507666323760034e-09,8.991891831233229e-09,0.7237260462982588,0.4692339393078557,-2.434391392779234e-09,1.54497240402993e-08,-8.282679567999252e-09,2.129801221551932e-08,-1.1116117818337002e-08,2.413145046585707e-08,6.507666323760034e-09,32,2007Q4,2015Q3
baseline,ln_hh_loans_ea_stock,2,lp_ln_hh_loans_ea_stock_h2,baseline,28,2008Q2,2015Q1,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,3,0.8151994439312805,0.7541044521072242,0.05912641337845023,28,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-9.019545330737323e-09,1.3085073707632498e-08,-0.6893003075310337,0.4906343044706063,-2.2032100031673137e-08,3.9930093701984885e-09,-3.054257627766397e-08,1.250348561618933e-08,-3.4665818532749004e-08,1.6626727871274358e-08,-9.019545330737323e-09,32,2007Q4,2015Q3
baseline,ln_hh_loans_ea_stock,4,lp_ln_hh_loans_ea_stock_h4,baseline,26,2008Q2,2014Q3,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,5,0.8644127206491976,0.5219119981862841,0.04960239149274854,26,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-2.982331776929884e-08,2.0122388214636343e-08,-1.4820963322637006,0.13831466457910338,-4.9834185358350984e-08,-9.812450180246699e-09,-6.292170100706898e-08,3.275065468471297e-09,-6.92624739529193e-08,9.61583841432162e-09,-2.982331776929884e-08,32,2007Q4,2015Q3
baseline,ln_hh_loans_ea_stock,8,lp_ln_hh_loans_ea_stock_h8,baseline,22,2008Q2,2013Q3,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,9,0.9243397832476501,0.48443401666881064,0.07470721660880968,22,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-3.8295859888270586e-08,1.1693279507284676e-08,-3.275031599510902,0.0010565015524115165,-4.992433387486489e-08,-2.6667385901676284e-08,-5.75295930967851e-08,-1.9062126679756073e-08,-6.121426658370881e-08,-1.5377453192832362e-08,-3.8295859888270586e-08,32,2007Q4,2015Q3
